country,model,vintage,panel,n_obs,RMSFE,MAE,rel_RMSFE_vs_ARMA,dm_stat_vs_ARMA,dm_pval_vs_ARMA
us,dfm,m1,post_covid,16,0.007323647371405135,0.006103097040603212,1.57863698393705,3.0105150994482113,0.0026080498031975097
us,dfm,m1,full,36,0.01607080792266956,0.009137134777017974,0.7510010706082502,-1.0874536481257484,0.2768363728090364
us,dfm,m2,pre_covid,12,0.004086927434645527,0.003508688550297533,1.3183124511213946,1.4739359268689067,0.14049884342325147
us,dfm,m2,covid,7,0.06786956875056513,0.0426101479413064,1.4402516504277911,0.8271962084185386,0.40812586035992227
us,dfm,m2,post_covid,16,0.007614646192119245,0.0063710262650935314,1.6413627648716969,2.235054064744375,0.02541379955959
us,dfm,m2,full,36,0.030636429765955143,0.012853783847856327,1.4316636515449601,0.8741595867236921,0.38203135108950415
us,dfm,m3,pre_covid,12,0.00402398415772102,0.0036837991517987413,1.4780738531995994,2.6226799906877485,0.008724117256778907
us,dfm,m3,covid,7,0.08203192104429963,0.04847532786098397,1.6076846554093227,1.2248430696605617,0.22063435380902297
us,dfm,m3,post_covid,16,0.006155422627601826,0.0048490836408590695,1.2980326578521888,1.3391517454030437,0.18052127783292926
us,dfm,m3,full,36,0.03661975748782989,0.013343912985027274,1.5884674558038667,1.201377184781348,0.2296049221703329
